"protein","transcript","cluster_id","analysis_type","candidate_key","tree_sources","exon_orders","transcript_exon_ranks","exon_ids","exon_order_min","exon_order_max","n_exons","n_events","n_subjects","diameter_1d","diameter_3d","p_1d_size","p_3d_size","p_1d_protein","p_3d_protein","p_1d_joint","p_3d_joint","p_any_joint","p_hotspot_omnibus","n_unique_null_1d_diameters","n_unique_null_3d_diameters","null_1d_variable","null_3d_variable","compactness_testable","compactness_testability_reason","significant_1d","significant_3d","significant_any","hotspot_class","events_per_exon","subjects_per_exon","min_events_per_exon","min_subjects_per_exon","n_events_spanning_multiple_cluster_exons","n_subjects_spanning_multiple_cluster_exons","n_subjects_with_multiple_events_in_cluster","best_supported_subcluster_key","n_events_added_vs_best_subcluster","n_subjects_added_vs_best_subcluster","branch_adds_independent_subjects","recurrence_scope_used","best_recurrent_exon_order","best_recurrent_transcript_exon_rank","best_exon_p_subjects_raw","best_exon_p_subjects_scope_omnibus","best_exon_p_subjects_across_scopes","best_exon_p_subjects_omnibus","n_testable_recurrence_exons","n_significant_recurrent_exons","integrated_evidence_class","n_events_HETDEL","n_subjects_HETDEL","n_events_HOMDEL","n_subjects_HOMDEL","n_events_ALL_CNA","n_subjects_ALL_CNA"
"LEF1","ENST00000265165","HOMDEL_cluster_0010","HOMDEL","1;8;9","3D","1;8;9","1;8;9","ENSE00001136349;ENSE00003604670;ENSE00003651348",1,9,3,5,5,8,10.0248159892449,0.662674650698603,0.646706586826347,0.968063872255489,0.952095808383233,0.968063872255489,0.968063872255489,0.968063872255489,0.968063872255489,3,6,TRUE,TRUE,TRUE,"",FALSE,FALSE,FALSE,"Weak clustering evidence","1:4;8:1;9:1","1:4;8:1;9:1",1,1,1,1,0,"1",1,1,TRUE,"PARTIAL_LOCALIZABLE",1,1,0.726273726273726,1,1,1,3,0,"No significant recurrence or compactness",46,46,5,5,51,49
"LEF1","ENST00000265165","HOMDEL_cluster_0011","HOMDEL","1;4;5;6;8;9","3D","1;4;5;6;8;9","1;4;5;6;8;9","ENSE00001136349;ENSE00003468993;ENSE00003558404;ENSE00003604670;ENSE00003651348;ENSE00003663409",1,9,6,5,5,8,32.7009051669741,0.662674650698603,0.662674650698603,0.968063872255489,0.952095808383233,0.968063872255489,0.968063872255489,0.968063872255489,0.968063872255489,3,6,TRUE,TRUE,TRUE,"",FALSE,FALSE,FALSE,"Weak clustering evidence","1:4;4:2;5:2;6:2;8:1;9:1","1:4;4:2;5:2;6:2;8:1;9:1",1,1,2,2,0,"1;8;9",0,0,FALSE,"PARTIAL_LOCALIZABLE",1,1,0.726273726273726,1,1,1,6,0,"No significant recurrence or compactness",63,63,5,5,68,65
"LEF1","ENST00000265165","HOMDEL_cluster_0012","HOMDEL","1","1D;3D","1","1","ENSE00001136349",1,1,1,4,4,0,0,,,,,,,,,3,3,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","1:4","1:4",4,4,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",1,1,0.726273726273726,1,1,1,1,0,"No significant recurrence; multi-exon compactness not testable",25,25,4,4,29,29
"LEF1","ENST00000265165","HOMDEL_cluster_0013","HOMDEL","2","1D;3D","2","2","ENSE00003638064",2,2,1,30,30,0,0,,,,,,,,,3,2,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","2:30","2:30",30,30,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",2,2,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,1,1,"Recurrent exon(s); multi-exon compactness not testable",108,108,30,30,138,138
"LEF1","ENST00000265165","HOMDEL_cluster_0014","HOMDEL","3","1D;3D","3","3","ENSE00003515141",3,3,1,30,30,0,0,,,,,,,,,3,2,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","3:30","3:30",30,30,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",3,3,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,1,1,"Recurrent exon(s); multi-exon compactness not testable",110,110,30,30,140,140
"LEF1","ENST00000265165","HOMDEL_cluster_0015","HOMDEL","4","1D;3D","4","4","ENSE00003558404",4,4,1,2,2,0,0,,,,,,,,,3,3,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","4:2","4:2",2,2,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",4,4,0.999000999000999,1,1,1,1,0,"No significant recurrence; multi-exon compactness not testable",39,39,2,2,41,41
"LEF1","ENST00000265165","HOMDEL_cluster_0016","HOMDEL","5","1D;3D","5","5","ENSE00003663409",5,5,1,2,2,0,0,,,,,,,,,3,3,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","5:2","5:2",2,2,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",5,5,0.998001998001998,1,1,1,1,0,"No significant recurrence; multi-exon compactness not testable",34,34,2,2,36,36
"LEF1","ENST00000265165","HOMDEL_cluster_0017","HOMDEL","6","1D;3D","6","6","ENSE00003468993",6,6,1,2,2,0,0,,,,,,,,,3,3,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","6:2","6:2",2,2,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",6,6,1,1,1,1,1,0,"No significant recurrence; multi-exon compactness not testable",30,30,2,2,32,32
"LEF1","ENST00000265165","ALL_CNA_cluster_0001","ALL_CNA","1;2","1D","1;2","1;2","ENSE00001136349;ENSE00003638064",1,2,2,143,138,1,22.9066951093047,0.00199600798403194,0.00199600798403194,0.00199600798403194,0.00199600798403194,0.00199600798403194,0.00199600798403194,0.00199600798403194,0.00199600798403194,2,2,TRUE,TRUE,TRUE,"",TRUE,TRUE,TRUE,"Exon-local CNA hotspot also compact in structure","1:29;2:138","1:29;2:138",29,29,24,24,5,"2",5,0,FALSE,"PARTIAL_LOCALIZABLE",2,2,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,2,1,"Recurrent exon(s) in a significant 1D/3D compact cluster",113,113,30,30,143,138
"LEF1","ENST00000265165","ALL_CNA_cluster_0002","ALL_CNA","6;10","3D","6;10","6;10","ENSE00003468993;ENSE00003530344",6,10,2,32,32,4,17.4842839709602,0.0359281437125748,0.0359281437125748,0.0558882235528942,0.0558882235528942,0.0558882235528942,0.0558882235528942,0.0558882235528942,0.0558882235528942,2,2,TRUE,TRUE,TRUE,"",FALSE,FALSE,FALSE,"Weak clustering evidence","6:32;10:15","6:32;10:15",15,15,15,15,0,"6",0,0,FALSE,"PARTIAL_LOCALIZABLE",6,6,1,1,1,1,2,0,"No significant recurrence or compactness",30,30,2,2,32,32
"LEF1","ENST00000265165","ALL_CNA_cluster_0003","ALL_CNA","5;11","3D","5;11","5;11","ENSE00003510092;ENSE00003663409",5,11,2,36,36,6,21.6125746887117,0.093812375249501,0.0918163672654691,0.147704590818363,0.145708582834331,0.147704590818363,0.145708582834331,0.145708582834331,0.145708582834331,3,3,TRUE,TRUE,TRUE,"",FALSE,FALSE,FALSE,"Weak clustering evidence","5:36;11:15","5:36;11:15",15,15,15,15,0,"5",0,0,FALSE,"PARTIAL_LOCALIZABLE",11,11,0.788211788211788,1,1,1,2,0,"No significant recurrence or compactness",34,34,2,2,36,36
"LEF1","ENST00000265165","ALL_CNA_cluster_0004","ALL_CNA","5;6","1D","5;6","5;6","ENSE00003468993;ENSE00003663409",5,6,2,36,36,1,23.3470108635339,0.093812375249501,0.093812375249501,0.147704590818363,0.147704590818363,0.147704590818363,0.147704590818363,0.147704590818363,0.147704590818363,3,3,TRUE,TRUE,TRUE,"",FALSE,FALSE,FALSE,"Weak clustering evidence","5:36;6:32","5:36;6:32",32,32,32,32,0,"5",0,0,FALSE,"PARTIAL_LOCALIZABLE",5,5,1,1,1,1,2,0,"No significant recurrence or compactness",34,34,2,2,36,36
"LEF1","ENST00000265165","ALL_CNA_cluster_0005","ALL_CNA","5;6;10;11","3D","5;6;10;11","5;6;10;11","ENSE00003468993;ENSE00003510092;ENSE00003530344;ENSE00003663409",5,11,4,36,36,6,23.5635634534127,0.093812375249501,0.093812375249501,0.147704590818363,0.147704590818363,0.147704590818363,0.147704590818363,0.147704590818363,0.147704590818363,3,3,TRUE,TRUE,TRUE,"",FALSE,FALSE,FALSE,"Weak clustering evidence","5:36;6:32;10:15;11:15","5:36;6:32;10:15;11:15",15,15,32,32,0,"5;11",0,0,FALSE,"PARTIAL_LOCALIZABLE",11,11,0.788211788211788,1,1,1,4,0,"No significant recurrence or compactness",34,34,2,2,36,36
"LEF1","ENST00000265165","ALL_CNA_cluster_0006","ALL_CNA","5;6;7;8","1D","5;6;7;8","5;6;7;8","ENSE00003468993;ENSE00003478404;ENSE00003604670;ENSE00003663409",5,8,4,37,36,3,59.5255826879243,0.093812375249501,0.093812375249501,0.147704590818363,0.147704590818363,0.147704590818363,0.147704590818363,0.147704590818363,0.147704590818363,3,3,TRUE,TRUE,TRUE,"",FALSE,FALSE,FALSE,"Weak clustering evidence","5:36;6:32;7:24;8:23","5:36;6:32;7:24;8:23",23,23,33,32,1,"5;6",1,0,FALSE,"PARTIAL_LOCALIZABLE",5,5,1,1,1,1,4,0,"No significant recurrence or compactness",35,35,2,2,37,36
"LEF1","ENST00000265165","ALL_CNA_cluster_0007","ALL_CNA","5;6;7;8;9;10;11","1D","5;6;7;8;9;10;11","5;6;7;8;9;10;11","ENSE00003468993;ENSE00003478404;ENSE00003510092;ENSE00003530344;ENSE00003604670;ENSE00003651348;ENSE00003663409",5,11,7,37,36,6,59.5255826879243,0.093812375249501,0.093812375249501,0.147704590818363,0.147704590818363,0.147704590818363,0.147704590818363,0.147704590818363,0.147704590818363,3,3,TRUE,TRUE,TRUE,"",FALSE,FALSE,FALSE,"Weak clustering evidence","5:36;6:32;7:24;8:23;9:18;10:15;11:15","5:36;6:32;7:24;8:23;9:18;10:15;11:15",15,15,33,32,1,"5;6;7;8",0,0,FALSE,"PARTIAL_LOCALIZABLE",11,11,0.788211788211788,1,1,1,7,0,"No significant recurrence or compactness",35,35,2,2,37,36
"LEF1","ENST00000265165","ALL_CNA_cluster_0008","ALL_CNA","7;8","1D","7;8","7;8","ENSE00003478404;ENSE00003604670",7,8,2,24,24,1,21.8421784038182,0.121756487025948,0.121756487025948,0.315369261477046,0.315369261477046,0.315369261477046,0.315369261477046,0.315369261477046,0.315369261477046,2,2,TRUE,TRUE,TRUE,"",FALSE,FALSE,FALSE,"Weak clustering evidence","7:24;8:23","7:24;8:23",23,23,23,23,0,"7",0,0,FALSE,"PARTIAL_LOCALIZABLE",7,7,1,1,1,1,2,0,"No significant recurrence or compactness",23,23,1,1,24,24
"LEF1","ENST00000265165","ALL_CNA_cluster_0009","ALL_CNA","8;9","3D","8;9","8;9","ENSE00003604670;ENSE00003651348",8,9,2,23,23,1,5.03891725778913,0.125748502994012,0.125748502994012,0.413173652694611,0.413173652694611,0.413173652694611,0.413173652694611,0.413173652694611,0.413173652694611,2,2,TRUE,TRUE,TRUE,"",FALSE,FALSE,FALSE,"Weak clustering evidence","8:23;9:18","8:23;9:18",18,18,18,18,0,"8",0,0,FALSE,"PARTIAL_LOCALIZABLE",8,8,1,1,1,1,2,0,"No significant recurrence or compactness",22,22,1,1,23,23
"LEF1","ENST00000265165","ALL_CNA_cluster_0010","ALL_CNA","9;10","1D","9;10","9;10","ENSE00003530344;ENSE00003651348",9,10,2,18,18,1,18.5793112780779,0.157684630738523,0.157684630738523,0.644710578842315,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,2,2,TRUE,TRUE,TRUE,"",FALSE,FALSE,FALSE,"Weak clustering evidence","9:18;10:15","9:18;10:15",15,15,15,15,0,"9",0,0,FALSE,"PARTIAL_LOCALIZABLE",9,9,1,1,1,1,2,0,"No significant recurrence or compactness",17,17,1,1,18,18
"LEF1","ENST00000265165","ALL_CNA_cluster_0011","ALL_CNA","9;10;11","1D","9;10;11","9;10;11","ENSE00003510092;ENSE00003530344;ENSE00003651348",9,11,3,18,18,2,25.5907581489115,0.157684630738523,0.157684630738523,0.644710578842315,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,2,2,TRUE,TRUE,TRUE,"",FALSE,FALSE,FALSE,"Weak clustering evidence","9:18;10:15;11:15","9:18;10:15;11:15",15,15,15,15,0,"9;10",0,0,FALSE,"PARTIAL_LOCALIZABLE",11,11,0.788211788211788,1,1,1,3,0,"No significant recurrence or compactness",17,17,1,1,18,18
"LEF1","ENST00000265165","ALL_CNA_cluster_0012","ALL_CNA","1;4;8;9","3D","1;4;8;9","1;4;8;9","ENSE00001136349;ENSE00003558404;ENSE00003604670;ENSE00003651348",1,9,4,68,65,8,31.9056803847688,0.325349301397206,0.325349301397206,0.840319361277445,0.840319361277445,0.840319361277445,0.840319361277445,0.840319361277445,0.840319361277445,6,11,TRUE,TRUE,TRUE,"",FALSE,FALSE,FALSE,"Weak clustering evidence","1:29;4:41;8:23;9:18","1:29;4:41;8:23;9:18",18,18,24,24,3,"1;8;9",17,16,TRUE,"PARTIAL_LOCALIZABLE",1,1,0.0959040959040959,0.835164835164835,1,1,4,0,"No significant recurrence or compactness",63,63,5,5,68,65
"LEF1","ENST00000265165","ALL_CNA_cluster_0013","ALL_CNA","1;4;5;6;8;9;10;11","3D","1;4;5;6;8;9;10;11","1;4;5;6;8;9;10;11","ENSE00001136349;ENSE00003468993;ENSE00003510092;ENSE00003530344;ENSE00003558404;ENSE00003604670;ENSE00003651348;ENSE00003663409",1,11,8,68,65,10,46.6929587977115,0.325349301397206,0.325349301397206,0.840319361277445,0.840319361277445,0.840319361277445,0.840319361277445,0.840319361277445,0.840319361277445,6,11,TRUE,TRUE,TRUE,"",FALSE,FALSE,FALSE,"Weak clustering evidence","1:29;4:41;5:36;6:32;8:23;9:18;10:15;11:15","1:29;4:41;5:36;6:32;8:23;9:18;10:15;11:15",15,15,37,37,3,"1;4;8;9",0,0,FALSE,"PARTIAL_LOCALIZABLE",1,1,0.0959040959040959,0.835164835164835,1,1,8,0,"No significant recurrence or compactness",63,63,5,5,68,65
"LEF1","ENST00000265165","ALL_CNA_cluster_0014","ALL_CNA","1;8;9","3D","1;8;9","1;8;9","ENSE00001136349;ENSE00003604670;ENSE00003651348",1,9,3,51,49,8,10.0248159892449,0.419161676646707,0.29940119760479,0.870259481037924,0.830339321357285,0.870259481037924,0.840319361277445,0.840319361277445,0.840319361277445,4,6,TRUE,TRUE,TRUE,"",FALSE,FALSE,FALSE,"Weak clustering evidence","1:29;8:23;9:18","1:29;8:23;9:18",18,18,18,18,2,"1",22,20,TRUE,"PARTIAL_LOCALIZABLE",1,1,0.0959040959040959,0.835164835164835,1,1,3,0,"No significant recurrence or compactness",46,46,5,5,51,49
"LEF1","ENST00000265165","ALL_CNA_cluster_0015","ALL_CNA","1","1D;3D","1","1","ENSE00001136349",1,1,1,29,29,0,0,,,,,,,,,2,2,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","1:29","1:29",29,29,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",1,1,0.0959040959040959,0.835164835164835,1,1,1,0,"No significant recurrence; multi-exon compactness not testable",25,25,4,4,29,29
"LEF1","ENST00000265165","ALL_CNA_cluster_0016","ALL_CNA","10","1D;3D","10","10","ENSE00003530344",10,10,1,15,15,0,0,,,,,,,,,2,2,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","10:15","10:15",15,15,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",10,10,1,1,1,1,1,0,"No significant recurrence; multi-exon compactness not testable",15,15,0,0,15,15
"LEF1","ENST00000265165","ALL_CNA_cluster_0017","ALL_CNA","11","1D;3D","11","11","ENSE00003510092",11,11,1,15,15,0,0,,,,,,,,,2,2,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","11:15","11:15",15,15,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",11,11,0.788211788211788,1,1,1,1,0,"No significant recurrence; multi-exon compactness not testable",15,15,0,0,15,15
"LEF1","ENST00000265165","ALL_CNA_cluster_0018","ALL_CNA","2","1D;3D","2","2","ENSE00003638064",2,2,1,138,138,0,0,,,,,,,,,2,2,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","2:138","2:138",138,138,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",2,2,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,1,1,"Recurrent exon(s); multi-exon compactness not testable",108,108,30,30,138,138
"LEF1","ENST00000265165","ALL_CNA_cluster_0019","ALL_CNA","3","1D;3D","3","3","ENSE00003515141",3,3,1,140,140,0,0,,,,,,,,,2,2,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","3:140","3:140",140,140,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",3,3,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,1,1,"Recurrent exon(s); multi-exon compactness not testable",110,110,30,30,140,140
"LEF1","ENST00000265165","ALL_CNA_cluster_0020","ALL_CNA","4","1D;3D","4","4","ENSE00003558404",4,4,1,41,41,0,0,,,,,,,,,3,4,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","4:41","4:41",41,41,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",4,4,0.999000999000999,1,1,1,1,0,"No significant recurrence; multi-exon compactness not testable",39,39,2,2,41,41
"LEF1","ENST00000265165","ALL_CNA_cluster_0021","ALL_CNA","5","1D;3D","5","5","ENSE00003663409",5,5,1,36,36,0,0,,,,,,,,,3,3,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","5:36","5:36",36,36,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",5,5,1,1,1,1,1,0,"No significant recurrence; multi-exon compactness not testable",34,34,2,2,36,36
"LEF1","ENST00000265165","ALL_CNA_cluster_0022","ALL_CNA","6","1D;3D","6","6","ENSE00003468993",6,6,1,32,32,0,0,,,,,,,,,2,2,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","6:32","6:32",32,32,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",6,6,1,1,1,1,1,0,"No significant recurrence; multi-exon compactness not testable",30,30,2,2,32,32
"LEF1","ENST00000265165","ALL_CNA_cluster_0023","ALL_CNA","7","1D;3D","7","7","ENSE00003478404",7,7,1,24,24,0,0,,,,,,,,,2,2,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","7:24","7:24",24,24,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",7,7,1,1,1,1,1,0,"No significant recurrence; multi-exon compactness not testable",23,23,1,1,24,24
"LEF1","ENST00000265165","ALL_CNA_cluster_0024","ALL_CNA","8","1D;3D","8","8","ENSE00003604670",8,8,1,23,23,0,0,,,,,,,,,2,2,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","8:23","8:23",23,23,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",8,8,1,1,1,1,1,0,"No significant recurrence; multi-exon compactness not testable",22,22,1,1,23,23
"LEF1","ENST00000265165","ALL_CNA_cluster_0025","ALL_CNA","9","1D;3D","9","9","ENSE00003651348",9,9,1,18,18,0,0,,,,,,,,,2,2,TRUE,TRUE,FALSE,"single_exon_cluster",FALSE,FALSE,FALSE,"Single-exon recurrence assessed separately","9:18","9:18",18,18,0,0,0,"",,,,"PARTIAL_LOCALIZABLE",9,9,1,1,1,1,1,0,"No significant recurrence; multi-exon compactness not testable",17,17,1,1,18,18
"LEF1","ENST00000265165","ALL_CNA_cluster_0026","ALL_CNA","3;7","3D","3;7","3;7","ENSE00003478404;ENSE00003515141",3,7,2,149,142,4,17.9481566370832,,,,,,,,,1,1,FALSE,FALSE,FALSE,"invariant_1d_and_3d_null",FALSE,FALSE,FALSE,"Multi-exon compactness not testable: invariant null","3:140;7:24","3:140;7:24",24,24,15,15,7,"3",9,2,TRUE,"PARTIAL_LOCALIZABLE",3,3,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,2,1,"Recurrent exon(s); multi-exon compactness not testable",119,119,30,30,149,142
"LEF1","ENST00000265165","ALL_CNA_cluster_0027","ALL_CNA","3;4","1D","3;4","3;4","ENSE00003515141;ENSE00003558404",3,4,2,151,142,1,25.5430515083498,,,,,,,,,1,1,FALSE,FALSE,FALSE,"invariant_1d_and_3d_null",FALSE,FALSE,FALSE,"Multi-exon compactness not testable: invariant null","3:140;4:41","3:140;4:41",41,41,30,30,9,"3",11,2,TRUE,"PARTIAL_LOCALIZABLE",3,3,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,2,1,"Recurrent exon(s); multi-exon compactness not testable",121,121,30,30,151,142
"LEF1","ENST00000265165","ALL_CNA_cluster_0028","ALL_CNA","2;3;7","3D","2;3;7","2;3;7","ENSE00003478404;ENSE00003515141;ENSE00003638064",2,7,3,151,143,5,34.0309003984641,,,,,,,,,1,1,FALSE,FALSE,FALSE,"invariant_1d_and_3d_null",FALSE,FALSE,FALSE,"Multi-exon compactness not testable: invariant null","2:138;3:140;7:24","2:138;3:140;7:24",24,24,137,137,8,"3;7",2,1,TRUE,"PARTIAL_LOCALIZABLE",2,2,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,3,2,"Recurrent exon(s); multi-exon compactness not testable",121,120,30,30,151,143
"LEF1","ENST00000265165","ALL_CNA_cluster_0029","ALL_CNA","1;2;3;4","1D","1;2;3;4","1;2;3;4","ENSE00001136349;ENSE00003515141;ENSE00003558404;ENSE00003638064",1,4,4,158,143,3,78.9045395221081,,,,,,,,,1,1,FALSE,FALSE,FALSE,"invariant_1d_and_3d_null",FALSE,FALSE,FALSE,"Multi-exon compactness not testable: invariant null","1:29;2:138;3:140;4:41","1:29;2:138;3:140;4:41",29,29,139,139,15,"3;4",7,1,TRUE,"PARTIAL_LOCALIZABLE",2,2,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,4,2,"Recurrent exon(s); multi-exon compactness not testable",128,127,30,30,158,143
"LEF1","ENST00000265165","ALL_CNA_cluster_0030","ALL_CNA","1;2;3;4;5;6;7;8;9;10;11","1D;3D","1;2;3;4;5;6;7;8;9;10;11","1;2;3;4;5;6;7;8;9;10;11","ENSE00001136349;ENSE00003468993;ENSE00003478404;ENSE00003510092;ENSE00003515141;ENSE00003530344;ENSE00003558404;ENSE00003604670;ENSE00003638064;ENSE00003651348;ENSE00003663409",1,11,11,159,143,10,78.9045395221081,,,,,,,,,1,1,FALSE,FALSE,FALSE,"invariant_1d_and_3d_null",FALSE,FALSE,FALSE,"Multi-exon compactness not testable: invariant null","1:29;2:138;3:140;4:41;5:36;6:32;7:24;8:23;9:18;10:15;11:15","1:29;2:138;3:140;4:41;5:36;6:32;7:24;8:23;9:18;10:15;11:15",15,15,150,141,16,"1;2;3;4",1,0,FALSE,"PARTIAL_LOCALIZABLE",2,2,0.000999000999000999,0.000999000999000999,0.001998001998002,0.001998001998002,11,2,"Recurrent exon(s); multi-exon compactness not testable",129,128,30,30,159,143
